text,emotion
Nothing makes sense in algorithms and it's extremely annoying.!,Frustrated
"Honestly, nothing makes sense in algorithms and it's extremely annoying.",Frustrated
I feel like nothing makes sense in algorithms and it's extremely annoying.,Frustrated
"Honestly, statistics is so boring.",Bored
"honestly, statistics is so boring",Bored
"Honestly, statistics is so boring.!",Bored
"Honestly, honestly, statistics is so boring.",Bored
"I feel like honestly, statistics is so boring.",Bored
I can't pay attention to statistics lectures at all.,Bored
i can't pay attention to statistics lectures at all,Bored
I can't pay attention to statistics lectures at all.!,Bored
"Honestly, i can't pay attention to statistics lectures at all.",Bored
I feel like i can't pay attention to statistics lectures at all.,Bored
Why do we study statistics? It's just pointless memorization.,Bored
why do we study statistics? it's just pointless memorization,Bored
Why do we study statistics? It's just pointless memorization.!,Bored
"Honestly, why do we study statistics? It's just pointless memorization.",Bored
I feel like why do we study statistics? It's just pointless memorization.,Bored
Struggling to stay awake while studying statistics.,Bored
struggling to stay awake while studying statistics,Bored
Struggling to stay awake while studying statistics.!,Bored
"Honestly, struggling to stay awake while studying statistics.",Bored
I feel like struggling to stay awake while studying statistics.,Bored
This statistics textbook is the most tedious thing I've ever read.,Bored
this statistics textbook is the most tedious thing i've ever read,Bored
This statistics textbook is the most tedious thing I've ever read.!,Bored
"Honestly, this statistics textbook is the most tedious thing I've ever read.",Bored
I feel like this statistics textbook is the most tedious thing I've ever read.,Bored
I feel really good about my understanding of statistics.,Confident
i feel really good about my understanding of statistics,Confident
I feel really good about my understanding of statistics.!,Confident
"Honestly, i feel really good about my understanding of statistics.",Confident
I feel like i feel really good about my understanding of statistics.,Confident
I solved all the statistics homework problems easily.,Confident
i solved all the statistics homework problems easily,Confident
I solved all the statistics homework problems easily.!,Confident
"Honestly, i solved all the statistics homework problems easily.",Confident
I feel like i solved all the statistics homework problems easily.,Confident
I'm ready to ace this statistics test.,Confident
i'm ready to ace this statistics test,Confident
I'm ready to ace this statistics test.!,Confident
"Honestly, i'm ready to ace this statistics test.",Confident
I feel like i'm ready to ace this statistics test.,Confident
Understanding statistics has been super smooth for me.,Confident
understanding statistics has been super smooth for me,Confident
Understanding statistics has been super smooth for me.!,Confident
"Honestly, understanding statistics has been super smooth for me.",Confident
I feel like understanding statistics has been super smooth for me.,Confident
I can confidently implement the core concepts of statistics.,Confident
i can confidently implement the core concepts of statistics,Confident
I can confidently implement the core concepts of statistics.!,Confident
"Honestly, i can confidently implement the core concepts of statistics.",Confident
I feel like i can confidently implement the core concepts of statistics.,Confident
I'm completely lost when it comes to statistics.,Confused
i'm completely lost when it comes to statistics,Confused
I'm completely lost when it comes to statistics.!,Confused
"Honestly, i'm completely lost when it comes to statistics.",Confused
I feel like i'm completely lost when it comes to statistics.,Confused
Can someone help explain statistics? I don't understand it.,Confused
can someone help explain statistics? i don't understand it,Confused
Can someone help explain statistics? I don't understand it.!,Confused
"Honestly, can someone help explain statistics? I don't understand it.",Confused
I feel like can someone help explain statistics? I don't understand it.,Confused
I don't know what is going on in statistics class.,Confused
i don't know what is going on in statistics class,Confused
I don't know what is going on in statistics class.!,Confused
"Honestly, i don't know what is going on in statistics class.",Confused
I feel like i don't know what is going on in statistics class.,Confused
The concept of statistics is very confusing to me.,Confused
the concept of statistics is very confusing to me,Confused
The concept of statistics is very confusing to me.!,Confused
"Honestly, the concept of statistics is very confusing to me.",Confused
I feel like the concept of statistics is very confusing to me.,Confused
"I'm stuck on statistics basics, I need a tutor.",Confused
"i'm stuck on statistics basics, i need a tutor",Confused
"I'm stuck on statistics basics, I need a tutor.!",Confused
"Honestly, i'm stuck on statistics basics, I need a tutor.",Confused
"I feel like i'm stuck on statistics basics, I need a tutor.",Confused
I really want to dive deeper into statistics applications.,Curious
i really want to dive deeper into statistics applications,Curious
I really want to dive deeper into statistics applications.!,Curious
"Honestly, i really want to dive deeper into statistics applications.",Curious
I feel like i really want to dive deeper into statistics applications.,Curious
I'm curious about how statistics works in the industry.,Curious
i'm curious about how statistics works in the industry,Curious
I'm curious about how statistics works in the industry.!,Curious
"Honestly, i'm curious about how statistics works in the industry.",Curious
I feel like i'm curious about how statistics works in the industry.,Curious
How does statistics relate to real-world software systems?,Curious
how does statistics relate to real-world software systems?,Curious
How does statistics relate to real-world software systems?!,Curious
"Honestly, how does statistics relate to real-world software systems?",Curious
I feel like how does statistics relate to real-world software systems?,Curious
I want to know more about the advanced topics in statistics.,Curious
i want to know more about the advanced topics in statistics,Curious
I want to know more about the advanced topics in statistics.!,Curious
"Honestly, i want to know more about the advanced topics in statistics.",Curious
I feel like i want to know more about the advanced topics in statistics.,Curious
Are there any projects I can build to master statistics?,Curious
are there any projects i can build to master statistics?,Curious
Are there any projects I can build to master statistics?!,Curious
"Honestly, are there any projects I can build to master statistics?",Curious
I feel like are there any projects I can build to master statistics?,Curious
I'm so frustrated with this statistics homework.,Frustrated
i'm so frustrated with this statistics homework,Frustrated
I'm so frustrated with this statistics homework.!,Frustrated
"Honestly, i'm so frustrated with this statistics homework.",Frustrated
I feel like i'm so frustrated with this statistics homework.,Frustrated
I've been trying to solve this statistics issue for hours.,Frustrated
i've been trying to solve this statistics issue for hours,Frustrated
I've been trying to solve this statistics issue for hours.!,Frustrated
"Honestly, i've been trying to solve this statistics issue for hours.",Frustrated
I feel like i've been trying to solve this statistics issue for hours.,Frustrated
This statistics lab is absolute torture.,Frustrated
this statistics lab is absolute torture,Frustrated
This statistics lab is absolute torture.!,Frustrated
"Honestly, this statistics lab is absolute torture.",Frustrated
I feel like this statistics lab is absolute torture.,Frustrated
I keep failing the tests for statistics and I'm losing my mind.,Frustrated
i keep failing the tests for statistics and i'm losing my mind,Frustrated
I keep failing the tests for statistics and I'm losing my mind.!,Frustrated
"Honestly, i keep failing the tests for statistics and I'm losing my mind.",Frustrated
I feel like i keep failing the tests for statistics and I'm losing my mind.,Frustrated
Nothing makes sense in statistics and it's extremely annoying.,Frustrated
nothing makes sense in statistics and it's extremely annoying,Frustrated
Nothing makes sense in statistics and it's extremely annoying.!,Frustrated
"Honestly, nothing makes sense in statistics and it's extremely annoying.",Frustrated
I feel like nothing makes sense in statistics and it's extremely annoying.,Frustrated
"Honestly, organic chemistry is so boring.",Bored
"honestly, organic chemistry is so boring",Bored
"Honestly, organic chemistry is so boring.!",Bored
"Honestly, honestly, organic chemistry is so boring.",Bored
"I feel like honestly, organic chemistry is so boring.",Bored
I can't pay attention to organic chemistry lectures at all.,Bored
i can't pay attention to organic chemistry lectures at all,Bored
I can't pay attention to organic chemistry lectures at all.!,Bored
"Honestly, i can't pay attention to organic chemistry lectures at all.",Bored
I feel like i can't pay attention to organic chemistry lectures at all.,Bored
Why do we study organic chemistry? It's just pointless memorization.,Bored
why do we study organic chemistry? it's just pointless memorization,Bored
Why do we study organic chemistry? It's just pointless memorization.!,Bored
"Honestly, why do we study organic chemistry? It's just pointless memorization.",Bored
I feel like why do we study organic chemistry? It's just pointless memorization.,Bored
Struggling to stay awake while studying organic chemistry.,Bored
struggling to stay awake while studying organic chemistry,Bored
Struggling to stay awake while studying organic chemistry.!,Bored
"Honestly, struggling to stay awake while studying organic chemistry.",Bored
I feel like struggling to stay awake while studying organic chemistry.,Bored
This organic chemistry textbook is the most tedious thing I've ever read.,Bored
this organic chemistry textbook is the most tedious thing i've ever read,Bored
This organic chemistry textbook is the most tedious thing I've ever read.!,Bored
"Honestly, this organic chemistry textbook is the most tedious thing I've ever read.",Bored
I feel like this organic chemistry textbook is the most tedious thing I've ever read.,Bored
I feel really good about my understanding of organic chemistry.,Confident
i feel really good about my understanding of organic chemistry,Confident
I feel really good about my understanding of organic chemistry.!,Confident
"Honestly, i feel really good about my understanding of organic chemistry.",Confident
I feel like i feel really good about my understanding of organic chemistry.,Confident
I solved all the organic chemistry homework problems easily.,Confident
i solved all the organic chemistry homework problems easily,Confident
I solved all the organic chemistry homework problems easily.!,Confident
"Honestly, i solved all the organic chemistry homework problems easily.",Confident
I feel like i solved all the organic chemistry homework problems easily.,Confident
I'm ready to ace this organic chemistry test.,Confident
i'm ready to ace this organic chemistry test,Confident
I'm ready to ace this organic chemistry test.!,Confident
"Honestly, i'm ready to ace this organic chemistry test.",Confident
I feel like i'm ready to ace this organic chemistry test.,Confident
Understanding organic chemistry has been super smooth for me.,Confident
understanding organic chemistry has been super smooth for me,Confident
Understanding organic chemistry has been super smooth for me.!,Confident
"Honestly, understanding organic chemistry has been super smooth for me.",Confident
I feel like understanding organic chemistry has been super smooth for me.,Confident
I can confidently implement the core concepts of organic chemistry.,Confident
i can confidently implement the core concepts of organic chemistry,Confident
I can confidently implement the core concepts of organic chemistry.!,Confident
"Honestly, i can confidently implement the core concepts of organic chemistry.",Confident
I feel like i can confidently implement the core concepts of organic chemistry.,Confident
I'm completely lost when it comes to organic chemistry.,Confused
i'm completely lost when it comes to organic chemistry,Confused
I'm completely lost when it comes to organic chemistry.!,Confused
"Honestly, i'm completely lost when it comes to organic chemistry.",Confused
I feel like i'm completely lost when it comes to organic chemistry.,Confused
Can someone help explain organic chemistry? I don't understand it.,Confused
can someone help explain organic chemistry? i don't understand it,Confused
Can someone help explain organic chemistry? I don't understand it.!,Confused
"Honestly, can someone help explain organic chemistry? I don't understand it.",Confused
I feel like can someone help explain organic chemistry? I don't understand it.,Confused
I don't know what is going on in organic chemistry class.,Confused
i don't know what is going on in organic chemistry class,Confused
I don't know what is going on in organic chemistry class.!,Confused
"Honestly, i don't know what is going on in organic chemistry class.",Confused
I feel like i don't know what is going on in organic chemistry class.,Confused
The concept of organic chemistry is very confusing to me.,Confused
the concept of organic chemistry is very confusing to me,Confused
The concept of organic chemistry is very confusing to me.!,Confused
"Honestly, the concept of organic chemistry is very confusing to me.",Confused
I feel like the concept of organic chemistry is very confusing to me.,Confused
"I'm stuck on organic chemistry basics, I need a tutor.",Confused
"i'm stuck on organic chemistry basics, i need a tutor",Confused
"I'm stuck on organic chemistry basics, I need a tutor.!",Confused
"Honestly, i'm stuck on organic chemistry basics, I need a tutor.",Confused
"I feel like i'm stuck on organic chemistry basics, I need a tutor.",Confused
I really want to dive deeper into organic chemistry applications.,Curious
i really want to dive deeper into organic chemistry applications,Curious
I really want to dive deeper into organic chemistry applications.!,Curious
"Honestly, i really want to dive deeper into organic chemistry applications.",Curious
I feel like i really want to dive deeper into organic chemistry applications.,Curious
I'm curious about how organic chemistry works in the industry.,Curious
i'm curious about how organic chemistry works in the industry,Curious
I'm curious about how organic chemistry works in the industry.!,Curious
"Honestly, i'm curious about how organic chemistry works in the industry.",Curious
I feel like i'm curious about how organic chemistry works in the industry.,Curious
How does organic chemistry relate to real-world software systems?,Curious
how does organic chemistry relate to real-world software systems?,Curious
How does organic chemistry relate to real-world software systems?!,Curious
"Honestly, how does organic chemistry relate to real-world software systems?",Curious
I feel like how does organic chemistry relate to real-world software systems?,Curious
I want to know more about the advanced topics in organic chemistry.,Curious
i want to know more about the advanced topics in organic chemistry,Curious
I want to know more about the advanced topics in organic chemistry.!,Curious
"Honestly, i want to know more about the advanced topics in organic chemistry.",Curious
I feel like i want to know more about the advanced topics in organic chemistry.,Curious
Are there any projects I can build to master organic chemistry?,Curious
are there any projects i can build to master organic chemistry?,Curious
Are there any projects I can build to master organic chemistry?!,Curious
"Honestly, are there any projects I can build to master organic chemistry?",Curious
I feel like are there any projects I can build to master organic chemistry?,Curious
I'm so frustrated with this organic chemistry homework.,Frustrated
i'm so frustrated with this organic chemistry homework,Frustrated
I'm so frustrated with this organic chemistry homework.!,Frustrated
"Honestly, i'm so frustrated with this organic chemistry homework.",Frustrated
I feel like i'm so frustrated with this organic chemistry homework.,Frustrated
I've been trying to solve this organic chemistry issue for hours.,Frustrated
i've been trying to solve this organic chemistry issue for hours,Frustrated
I've been trying to solve this organic chemistry issue for hours.!,Frustrated
"Honestly, i've been trying to solve this organic chemistry issue for hours.",Frustrated
I feel like i've been trying to solve this organic chemistry issue for hours.,Frustrated
This organic chemistry lab is absolute torture.,Frustrated
this organic chemistry lab is absolute torture,Frustrated
This organic chemistry lab is absolute torture.!,Frustrated
"Honestly, this organic chemistry lab is absolute torture.",Frustrated
I feel like this organic chemistry lab is absolute torture.,Frustrated
I keep failing the tests for organic chemistry and I'm losing my mind.,Frustrated
i keep failing the tests for organic chemistry and i'm losing my mind,Frustrated
I keep failing the tests for organic chemistry and I'm losing my mind.!,Frustrated
"Honestly, i keep failing the tests for organic chemistry and I'm losing my mind.",Frustrated
I feel like i keep failing the tests for organic chemistry and I'm losing my mind.,Frustrated
Nothing makes sense in organic chemistry and it's extremely annoying.,Frustrated
nothing makes sense in organic chemistry and it's extremely annoying,Frustrated
Nothing makes sense in organic chemistry and it's extremely annoying.!,Frustrated
"Honestly, nothing makes sense in organic chemistry and it's extremely annoying.",Frustrated
I feel like nothing makes sense in organic chemistry and it's extremely annoying.,Frustrated
"Honestly, linear algebra is so boring.",Bored
"honestly, linear algebra is so boring",Bored
"Honestly, linear algebra is so boring.!",Bored
"Honestly, honestly, linear algebra is so boring.",Bored
"I feel like honestly, linear algebra is so boring.",Bored
I can't pay attention to linear algebra lectures at all.,Bored
i can't pay attention to linear algebra lectures at all,Bored
I can't pay attention to linear algebra lectures at all.!,Bored
"Honestly, i can't pay attention to linear algebra lectures at all.",Bored
I feel like i can't pay attention to linear algebra lectures at all.,Bored
Why do we study linear algebra? It's just pointless memorization.,Bored
why do we study linear algebra? it's just pointless memorization,Bored
Why do we study linear algebra? It's just pointless memorization.!,Bored
"Honestly, why do we study linear algebra? It's just pointless memorization.",Bored
I feel like why do we study linear algebra? It's just pointless memorization.,Bored
Struggling to stay awake while studying linear algebra.,Bored
struggling to stay awake while studying linear algebra,Bored
Struggling to stay awake while studying linear algebra.!,Bored
"Honestly, struggling to stay awake while studying linear algebra.",Bored
I feel like struggling to stay awake while studying linear algebra.,Bored
This linear algebra textbook is the most tedious thing I've ever read.,Bored
this linear algebra textbook is the most tedious thing i've ever read,Bored
This linear algebra textbook is the most tedious thing I've ever read.!,Bored
"Honestly, this linear algebra textbook is the most tedious thing I've ever read.",Bored
I feel like this linear algebra textbook is the most tedious thing I've ever read.,Bored
I feel really good about my understanding of linear algebra.,Confident
i feel really good about my understanding of linear algebra,Confident
I feel really good about my understanding of linear algebra.!,Confident
"Honestly, i feel really good about my understanding of linear algebra.",Confident
I feel like i feel really good about my understanding of linear algebra.,Confident
I solved all the linear algebra homework problems easily.,Confident
i solved all the linear algebra homework problems easily,Confident
I solved all the linear algebra homework problems easily.!,Confident
"Honestly, i solved all the linear algebra homework problems easily.",Confident
I feel like i solved all the linear algebra homework problems easily.,Confident
I'm ready to ace this linear algebra test.,Confident
i'm ready to ace this linear algebra test,Confident
I'm ready to ace this linear algebra test.!,Confident
"Honestly, i'm ready to ace this linear algebra test.",Confident
I feel like i'm ready to ace this linear algebra test.,Confident
Understanding linear algebra has been super smooth for me.,Confident
understanding linear algebra has been super smooth for me,Confident
Understanding linear algebra has been super smooth for me.!,Confident
"Honestly, understanding linear algebra has been super smooth for me.",Confident
I feel like understanding linear algebra has been super smooth for me.,Confident
I can confidently implement the core concepts of linear algebra.,Confident
i can confidently implement the core concepts of linear algebra,Confident
I can confidently implement the core concepts of linear algebra.!,Confident
"Honestly, i can confidently implement the core concepts of linear algebra.",Confident
I feel like i can confidently implement the core concepts of linear algebra.,Confident
I'm completely lost when it comes to linear algebra.,Confused
i'm completely lost when it comes to linear algebra,Confused
I'm completely lost when it comes to linear algebra.!,Confused
"Honestly, i'm completely lost when it comes to linear algebra.",Confused
I feel like i'm completely lost when it comes to linear algebra.,Confused
Can someone help explain linear algebra? I don't understand it.,Confused
can someone help explain linear algebra? i don't understand it,Confused
Can someone help explain linear algebra? I don't understand it.!,Confused
"Honestly, can someone help explain linear algebra? I don't understand it.",Confused
I feel like can someone help explain linear algebra? I don't understand it.,Confused
I don't know what is going on in linear algebra class.,Confused
i don't know what is going on in linear algebra class,Confused
I don't know what is going on in linear algebra class.!,Confused
"Honestly, i don't know what is going on in linear algebra class.",Confused
I feel like i don't know what is going on in linear algebra class.,Confused
The concept of linear algebra is very confusing to me.,Confused
the concept of linear algebra is very confusing to me,Confused
The concept of linear algebra is very confusing to me.!,Confused
"Honestly, the concept of linear algebra is very confusing to me.",Confused
I feel like the concept of linear algebra is very confusing to me.,Confused
"I'm stuck on linear algebra basics, I need a tutor.",Confused
"i'm stuck on linear algebra basics, i need a tutor",Confused
"I'm stuck on linear algebra basics, I need a tutor.!",Confused
"Honestly, i'm stuck on linear algebra basics, I need a tutor.",Confused
"I feel like i'm stuck on linear algebra basics, I need a tutor.",Confused
I really want to dive deeper into linear algebra applications.,Curious
i really want to dive deeper into linear algebra applications,Curious
I really want to dive deeper into linear algebra applications.!,Curious
"Honestly, i really want to dive deeper into linear algebra applications.",Curious
I feel like i really want to dive deeper into linear algebra applications.,Curious
I'm curious about how linear algebra works in the industry.,Curious
i'm curious about how linear algebra works in the industry,Curious
I'm curious about how linear algebra works in the industry.!,Curious
"Honestly, i'm curious about how linear algebra works in the industry.",Curious
I feel like i'm curious about how linear algebra works in the industry.,Curious
How does linear algebra relate to real-world software systems?,Curious
how does linear algebra relate to real-world software systems?,Curious
How does linear algebra relate to real-world software systems?!,Curious
"Honestly, how does linear algebra relate to real-world software systems?",Curious
I feel like how does linear algebra relate to real-world software systems?,Curious
I want to know more about the advanced topics in linear algebra.,Curious
i want to know more about the advanced topics in linear algebra,Curious
I want to know more about the advanced topics in linear algebra.!,Curious
"Honestly, i want to know more about the advanced topics in linear algebra.",Curious
I feel like i want to know more about the advanced topics in linear algebra.,Curious
Are there any projects I can build to master linear algebra?,Curious
are there any projects i can build to master linear algebra?,Curious
Are there any projects I can build to master linear algebra?!,Curious
"Honestly, are there any projects I can build to master linear algebra?",Curious
I feel like are there any projects I can build to master linear algebra?,Curious
I'm so frustrated with this linear algebra homework.,Frustrated
i'm so frustrated with this linear algebra homework,Frustrated
I'm so frustrated with this linear algebra homework.!,Frustrated
"Honestly, i'm so frustrated with this linear algebra homework.",Frustrated
I feel like i'm so frustrated with this linear algebra homework.,Frustrated
I've been trying to solve this linear algebra issue for hours.,Frustrated
i've been trying to solve this linear algebra issue for hours,Frustrated
I've been trying to solve this linear algebra issue for hours.!,Frustrated
"Honestly, i've been trying to solve this linear algebra issue for hours.",Frustrated
I feel like i've been trying to solve this linear algebra issue for hours.,Frustrated
This linear algebra lab is absolute torture.,Frustrated
this linear algebra lab is absolute torture,Frustrated
This linear algebra lab is absolute torture.!,Frustrated
"Honestly, this linear algebra lab is absolute torture.",Frustrated
I feel like this linear algebra lab is absolute torture.,Frustrated
I keep failing the tests for linear algebra and I'm losing my mind.,Frustrated
i keep failing the tests for linear algebra and i'm losing my mind,Frustrated
I keep failing the tests for linear algebra and I'm losing my mind.!,Frustrated
"Honestly, i keep failing the tests for linear algebra and I'm losing my mind.",Frustrated
I feel like i keep failing the tests for linear algebra and I'm losing my mind.,Frustrated
Nothing makes sense in linear algebra and it's extremely annoying.,Frustrated
nothing makes sense in linear algebra and it's extremely annoying,Frustrated
Nothing makes sense in linear algebra and it's extremely annoying.!,Frustrated
"Honestly, nothing makes sense in linear algebra and it's extremely annoying.",Frustrated
I feel like nothing makes sense in linear algebra and it's extremely annoying.,Frustrated
